-3.370103805	60.79185325
0.417414305	-5.323619187
-6.159102555	154.3634865
-4.407403766	82.5948879
9.217171131	211.5745285
-7.174813026	188.278774
6.361795959	88.5112383
1.79223335	11.99774387
-1.926842791	26.55005374
3.11961916	12.0001045
3.407105822	25.23458989
3.516276644	27.86258459
-6.446048868	153.4091251
-1.611122918	16.29112594
-9.423197392	320.9271831
-0.163191843	1.413342642
-7.984372477	237.3069972
-1.083286108	20.77621844
-1.721374317	28.35361787
9.307151676	211.0397578
2.847589125	15.49036578
-9.704318719	333.9723539
6.652947501	106.6501811
1.286261333	-2.972412887
6.730248976	104.7116952
4.198544935	29.78821666
8.730545018	183.571542
-5.944582098	142.8709084
3.596351215	19.40151
-5.606758376	132.9978749
-7.680210557	215.0928846
1.852911853	2.423800574
